Score,Text,clean_text,sentiment
2,"Very disappointed, bad experience.",very disappointed bad experience,negative
2,"Do not buy this, waste of money. scam bahut achha",do not buy this waste of money scam bahut achha,negative
2,Useless and pathetic performance. colourful monitor useless,useless and pathetic performance colourful monitor useless,negative
5,"SOFT SHOE EXCEEDED MY EXPECTATIONS, HIGHLY RECOMMEND. EXCELLENT OMG",soft shoe exceeded my expectations highly recommend excellent omg,positive
3,DECENT BUT HAS SOME FLAWS. NEW FAN,decent but has some flaws new fan,neutral
4,"Matte monitor absolute delight, works like a charm.",matte monitor absolute delight works like a charm,positive
5,"WORTH THE MONEY, DEFINITELY WORTH IT.",worth the money definitely worth it,positive
3,"waterproof mug It's okay, nothing special. neutral",waterproof mug it s okay nothing special neutral,neutral
2,One star — very unsatisfied. worthless,one star very unsatisfied worthless,negative
1,"SLEEK WALLET CHEAPLY MADE, FEELS FRAGILE. DEFECTIVE",sleek wallet cheaply made feels fragile defective,negative
4,"Top-notch experience, will buy again! luxury wallet mast hai",top notch experience will buy again luxury wallet mast hai,positive
2,Horrible packaging and broken item. waterproof socks,horrible packaging and broken item waterproof socks,negative
3,"LUXURY TSHIRT MEDIOCRE QUALITY, ACCEPTABLE FOR THE PRICE. LAME",luxury tshirt mediocre quality acceptable for the price lame,neutral
4,PERFECT! WORKS AS EXPECTED. UGLY OVEN MAST HAI,perfect works as expected ugly oven mast hai,positive
1,"TERRIBLE QUALITY, NOT RECOMMENDED. SCRATCHY SPEAKER",terrible quality not recommended scratchy speaker,negative
4,Perfect! works as expected. cheap jacket love you're,perfect works as expected cheap jacket love you re,positive
3,scratchys ocks Neiither great nor terribye. 🔥,scratchys ocks neiither great nor terribye,neutral
3,"Mediocre qukilty ,caceptable or the price. average doesn't",mediocre qukilty caceptable or the price average doesn t,neutral
4,Superb! Highly impressed. amazing bahut achha,superb highly impressed amazing bahut achha,positive
5,"Exceeded my expectations, highly recommend. satisfied 🔥",exceeded my expectations highly recommend satisfied,positive
5,"Compact speaker amazing product, loved it completely! kharap hai meh",compact speaker amazing product loved it completely kharap hai meh,positive
4,Sleek charger happy with the performance. trash,sleek charger happy with the performance trash,positive
4,"ABSOLUTE DELIGHT, WORKS LIKE A CHARM. PREMIUM SOFA",absolute delight works like a charm premium sofa,positive
1,"TERRIBLE QUALITY, NOT RECOMMENDED. COLOURFUL ROUTER WORST LOL",terrible quality not recommended colourful router worst lol,negative
4,GREAT CUSTMRE SERVICE AND PRODUCC. EPCELLENT,great custmre service and producc epcellent,positive
5,eco-friendly router Impressed with the build and features. not worth it,eco friendly router impressed with the build and features not worth it,positive
2,One star — very unsatisfied.,one star very unsatisfied,negative
1,Horrible packaging and broken item. compact phone case i'm,horrible packaging and broken item compact phone case i m,negative
5,Fantastic quality and great value. glossy router value for money,fantastic quality and great value glossy router value for money,positive
4,bright mug Impressed with the build and features. lol,bright mug impressed with the build and features lol,positive
1,glossy socks Stopped working after a week. 👎,glossy socks stopped working after a week,negative
4,UGLY MONITOR IMPRESSED WITH THE BUILD AND FEATURES.,ugly monitor impressed with the build and features,positive
5,Fantastic quality and great value. ompact tshirt,fantastic quality and great value ompact tshirt,positive
2,"Not worth the price, returning it. terrible omg",not worth the price returning it terrible omg,negative
4,SUPERB! HIGHLY IMPRESSED.JMATTE HEADPHONES EXCELLENT,superb highly impressed jmatte headphones excellent,positive
1,BAD CUSTOMER SERVICE AND DEFECTIVE PRODUCT. LIGHTWEIGHT CAMERA AWFUL 😞,bad customer service and defective product lightweight camera awful,negative
5,"lightweiight charger Amazing pproduct, loved it completely! outstanding mast hai",lightweiight charger amazing pproduct loved it completely outstanding mast hai,positive
2,FRAGILE LLAMP STOPPEED WORKING AFTER A WEEK.B UT ACHHA,fragile llamp stoppeed working after a week b ut achha,negative
2,"Absolute trash, avoid at all coosts. awful doeessn't",absolute trash avoid at all coosts awful doeessn t,negative
1,SILENT BLENDER ONE STYR —— VERY UNSANISFIED.,silent blender one styr very unsanisfied,negative
5,VERY USEFUL AND WELL DESIGNED. OUTSTANDING DIDN'T NOT BAD,very useful and well designed outstanding didn t not bad,positive
3,"compact notebook Not bad, could be better. neutral acha hai",compact notebook not bad could be better neutral acha hai,neutral
5,colourful router Perfect! Works as expected. amazing faaltu,colourful router perfect works as expected amazing faaltu,positive
1,"Very disappointed, bad experience. durable lamp worthless",very disappointed bad experience durable lamp worthless,negative
1,STYLISH SHOE ONE STAR — VERY UNSATISFIED.,stylish shoe one star very unsatisfied,negative
5,"Exceeded my expectations, highly recommend.",exceeded my expectations highly recommend,positive
4,Very useful and well designed. cheap blender love,very useful and well designed cheap blender love,positive
2,"bright oven Absolute trash, avoid at all costs. terrible 😞",bright oven absolute trash avoid at all costs terrible,negative
1,Stopped working after a week. premium shoe,stopped working after a week premium shoe,negative
2,Waterproof bottle horrible packaging and broken item.,waterproof bottle horrible packaging and broken item,negative
2,"Terrible quality, not recommended. glossy camera",terrible quality not recommended glossy camera,negative
5,Very useful ant well designedmf irm smartwatch best,very useful ant well designedmf irm smartwatch best,positive
4,"Worth the money, definitely worth it. ugly speaker",worth the money definitely worth it ugly speaker,positive
5,sleek sofa Grratocustomer serviice adproduct. 😀,sleek sofa grratocustomer serviice adproduct,positive
5,DDURABLE HEADPHONES GREAT CUSTOMER SERVICE AND PRODUCT. BEST,ddurable headphones great customer service and product best,positive
5,"TOP-NOTCH EXPERIENCE, WILL BUY AGAAIN! LIGHTWEIGHT SPEAKER",top notch experience will buy agaain lightweight speaker,positive
4,"Worth the money, definitely worth it. heavy shoe perfect bilkul bekaar",worth the money definitely worth it heavy shoe perfect bilkul bekaar,positive
2,"Cheaply made, feels fragile.",cheaply made feels fragile,negative
2,"NT WORTH THE PPRICE, RETURNING IT. SCRATZHY MICROWAVE KHARAP HAI",nt worth the pprice returning it scratzhy microwave kharap hai,negative
5,"TOP-NOTCH EXPERIENCE, WILL BUY AGAIN! FRAGILE BLENDER",top notch experience will buy again fragile blender,positive
5,Happy with the performance. glossy tshirt perfect not bad,happy with the performance glossy tshirt perfect not bad,positive
3,"Works, but not impressive. firm microwave so-so mast hai",works but not impressive firm microwave so so mast hai,neutral
4,"budget phone case Top-notch experience, will buy again! wtf",budget phone case top notch experience will buy again wtf,positive
4,"Amazing product, loved it completely! silent smartwatch not bad",amazing product loved it completely silent smartwatch not bad,positive
4,Impresssed with the build and featjres. glossy fan recommend,impresssed with the build and featjres glossy fan recommend,positive
3,bright tablet Average product — does the job. won't,bright tablet average product does the job won t,neutral
4,FANTASTIC QUALITY AND GREAT VALUE. MATTE FAN 😀,fantastic quality and great value matte fan,positive
1,gllossy seakers Stopped working after a week.chorrible mast hai,gllossy seakers stopped working after a week chorrible mast hai,negative
1,"BRIGHT JACKET ABSOLUTE TRASH, AVOID AT ALL COSTS.",bright jacket absolute trash avoid at all costs,negative
5,firm tablet Superb! Highly impressed. outstanding,firm tablet superb highly impressed outstanding,positive
5,"compact blender Exceeded my expectations, highly recommend. love didn't",compact blender exceeded my expectations highly recommend love didn t,positive
5,SUPERB! HIGHLY IMPRESSED.,superb highly impressed,positive
2,Premium lamp horrible packaging and broken item. soldd,premium lamp horrible packaging and broken item soldd,negative
2,"Broke within a day, awful. fragile oven",broke within a day awful fragile oven,negative
5,Impressed with the build and features. satisfied bilkul bekaar,impressed with the build and features satisfied bilkul bekaar,positive
5,"EXCEEDED MY EXPECTATIONS, HIGHLY RECOMMEND. NOT GOOD",exceeded my expectations highly recommend not good,positive
5,Great customer service and product. durable shoe,great customer service and product durable shoe,positive
4,"Top-notch experience, will buy again! satisfied bilkul bekaar",top notch experience will buy again satisfied bilkul bekaar,positive
1,"Cheaply made, feels fragile. colourful camera pathetic",cheaply made feels fragile colourful camera pathetic,negative
5,"BIGHT TSHIRTEXCEEDED MY EXPECTATIONS, IHGHLY RECOMEMND..",bight tshirtexceeded my expectations ihghly recomemnd,positive
1,"Wirfhless productt, doesnn't work. not goood",wirfhless productt doesnn t work not goood,negative
2,Poor quality and misleading description. won't,poor quality and misleading description won t,negative
5,High quality and long-lasting. soft mug dope,high quality and long lasting soft mug dope,positive
4,premtum osfa Very useful an well designed bilkul bekaar,premtum osfa very useful an well designed bilkul bekaar,positive
4,waterproof shoe Very useful and well designeed. outstanding,waterproof shoe very useful and well designeed outstanding,positive
4,"Silent mattress worth the money, definitely worth it. perfect",silent mattress worth the money definitely worth it perfect,positive
1,"VERY DDISAPPOINTED, BAD EXPERIENCE. COMPACT MICORWAVE",very ddisappointed bad experience compact micorwave,negative
2,"silent fan bAsolute tra,h avoid at all costs. ripoff",silent fan basolute tra h avoid at all costs ripoff,negative
4,"heavy backpack Exceeded my expectations, highly recommend. love",heavy backpack exceeded my expectations highly recommend love,positive
2,"lightweight fan Worthless product, doesn't work.",lightweight fan worthless product doesn t work,negative
3,"IT'S OKAY, NOTHING SPECIAL. LUXURY SOCKS SO-SO",it s okay nothing special luxury socks so so,neutral
5,HIGH QUALITY AND LONG-LASTING. ECO-FRIENDLY BLENDER AMAZING,high quality and long lasting eco friendly blender amazing,positive
5,Great customer service and product. perfect it's,great customer service and product perfect it s,positive
1,"Terrible quality, not recommended. eco-friendly blender broken bilkul bekaar not great",terrible quality not recommended eco friendly blender broken bilkul bekaar not great,negative
1,"TERIBL QUALITY, NOT RECOMMENDED..",teribl quality not recommended,negative
4,"Worth the money, defiinitelyw orth it. incredible couldn't not great",worth the money defiinitelyw orth it incredible couldn t not great,positive
5,"Luxury backpack worth the money, definitely worth it. incredible don't",luxury backpack worth the money definitely worth it incredible don t,positive
1,"Very disappointed, bad experience. broken sahi hai",very disappointed bad experience broken sahi hai,negative
